Name	Source	ID	Link	Creators	Type	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	Filtered on	To keep
AMR-Pathfinder	WorkflowHub	1189	https:/workflowhub.eu/workflows/1189?version=2	Helena Rasche, Dennis Dollée, Birgit Rijvers	Galaxy	amr, amr-detection, benchamrking	2024-11-14	2024-12-24	2	2	36	, tp_split_on_column, Cut1, tp_text_file_with_recurring_lines, datamash_ops, cat1, staramr_search, addValue, tp_find_and_replace, hamronize_summarize, cast, __MERGE_COLLECTION__, cat_multi_datasets, hamronize_tool, shovill, __APPLY_RULES__, abricate, collapse_dataset, Grep1	Antimicrobial resistance prediction		MIT		Seq4AMR, ErasmusMC Clinical Bioinformatics	amr in tags	True
Metaenome-Atlas	WorkflowHub	1183	https:/workflowhub.eu/workflows/1183?version=1		Python		2024-10-21	2024-10-21	1	1	0			Metagenomics	BSD-3-Clause		Snakemake-Workflows	edam	True
BVSim: A Benchmarking Variation Simulator Mimicking Human Variation Spectrum	WorkflowHub	1361	https:/workflowhub.eu/workflows/1361?version=1	Yongyi Luo, Zhen Zhang, Jiandong Shi, Jingyu Hao, Sheng Lian, Taobo Hu, Toyotaka Ishibashi, Depeng Wang, Shu Wang, Weichuan Yu, Xiaodan Fan	Unrecognized workflow type	genomics, python	2025-05-10	2025-05-10	1	1	0		Statistical modelling	Genetic variation	GPL-3.0	10.48546/workflowhub.workflow.1361.1	Structural Variation Analysis	profil.* in description	False
IndexReferenceFasta-nf	WorkflowHub	393	https:/workflowhub.eu/workflows/393?version=1	Georgina Samaha	Nextflow	bwa, bioinformatics, gatk, genomics, nextflow, samtools, wgs, index, referencegenome	2022-10-12	2023-01-16	1	1	0				LGPL-3.0	10.48546/workflowhub.workflow.393.1	Sydney Informatics Hub, Australian BioCommons	16S in description	False
Shotgun-Metagenomics-Analysis	WorkflowHub	327	https:/workflowhub.eu/workflows/327?version=1	Cali Willet, Rosemarie Sadsad, Tracy Chew	Shell Script	assembly, diamond, metagenomics, abricate, antimicrobial resistance, bbmap, braken, humann2, kraken, prokka, shotgun, whole genome sequencing	2022-04-07	2023-01-16	1	1	0			Metagenomic sequencing, Metagenomics	GPL-3.0	10.48546/workflowhub.workflow.327.1	Sydney Informatics Hub, Australian BioCommons	edam	
Long Read WGS pipeline	WorkflowHub	1868	https:/workflowhub.eu/workflows/1868?version=1	Martijn Melissen	Common Workflow Language	annotation, assembly, bioinformatics, cwl, galaxy, genomics, python, workflows, plasmid, plasmids	2025-08-12	2025-08-12	1	1	31	Flye, Filtlong, Minimap2, Clair3, FreeBayes, Bakta, snpEff, Liftoff	Conversion, Generation	Bioinformatics, Genomics, Sequence assembly	CC-BY-4.0		Systems and Synthetic Biology	plasmid.* in tags	True
reference (and plasmid) preprocessing workflow	WorkflowHub	1818	https:/workflowhub.eu/workflows/1818?version=1	Martijn Melissen	Common Workflow Language	bioinformatics, cwl, genbank, gff3, plasmids	2025-07-22	2025-08-12	1	1	6	Determines relevant final outputs., Merges plasmids when more than one are present., Merges the plasmid(s) with the reference GenBank file., Downloads the associated GenBank file from the supplied accession number., Extracts GFF3 annotation file from the (merged) reference., Extracts FASTA file from input reference file when no plasmids are provided.			Apache-2.0		Systems and Synthetic Biology	plasmid.* in tags	
TronFlow alignment pipeline	WorkflowHub	418	https:/workflowhub.eu/workflows/418?version=1		Nextflow	alignment, bwa, bioinformatics, star, fastp	2023-01-17	2023-01-17	1	1	0				MIT		TRON gGmbH	profil.* in description	
CoVigator pipeline: variant detection pipeline for Sars-CoV-2 (and other viruses...)	WorkflowHub	417	https:/workflowhub.eu/workflows/417?version=1	Pablo Riesgo Ferreiro, Thomas Bukur, Patrick Sorn	Nextflow	bioinformatics, nextflow, sars-cov-2, covid-19, variant calling	2023-01-17	2023-01-17	1	1	0				MIT		TRON gGmbH	Amplicon in description	False
sanger-tol/readmapping v1.1.0 - Hebridean Black	WorkflowHub	665	https:/workflowhub.eu/workflows/665?version=1	 Priyanka Surana	Nextflow		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	profil.* in description	
sanger-tol/insdcdownload v1.1.0 - Deciduous ent	WorkflowHub	638	https:/workflowhub.eu/workflows/638?version=1	Matthieu Muffato, Priyanka Surana	Nextflow	bioinformatics	2023-11-02	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	profil.* in description	
sanger-tol/insdcdownload v1.0.1 - Hefty mûmakil	WorkflowHub	666	https:/workflowhub.eu/workflows/666?version=1	Matthieu Muffato, Priyanka Surana	Nextflow		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	profil.* in description	
sanger-tol/ensemblrepeatdownload v1.0.0 - Gwaihir the Windlord	WorkflowHub	667	https:/workflowhub.eu/workflows/667?version=1	Matthieu Muffato, Priyanka Surana	Nextflow		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	profil.* in description	
sanger-tol/treeval v1.0 - Ancient Atlantis	WorkflowHub	668	https:/workflowhub.eu/workflows/668?version=1	Damon-Lee Pointon, Will Eagles, Ying Sims, Matthieu Muffato, Priyanka Surana	Nextflow		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Assembly	profil.* in description	
sanger-tol/treeval v1.1.0 - Ancient Aurora	WorkflowHub	813	https:/workflowhub.eu/workflows/813?version=1	Damon-Lee Pointon, William Eagles, Ying Sims	Nextflow	bioinformatics, genomics, genome_assembly	2024-04-09	2024-04-09	1	1	0	SAMtools, BEDTools, Minimap2, pyfastaq, Nextflow, BUSCO, seqtk, UCSC Genome Browser Utilities, PretextView, JBrowse 2, Merqury, miniprot, tabix, MUMmer	Genome alignment, Genome assembly, Sequence assembly visualisation		MIT		Tree of Life Genome Assembly	profil.* in description	
sanger-tol/curationpretext	WorkflowHub	1320	https:/workflowhub.eu/workflows/1320?version=1	Damon-Lee Pointon	Nextflow	bioinformatics, genomics	2025-03-12	2025-03-12	1	1	0		Genome visualisation	Bioinformatics, Mapping, Workflows	MIT		Tree of Life Genome Assembly, Tree of Life Genome Analysis	profil.* in description	
sanger-tol/curationpretext	WorkflowHub	1321	https:/workflowhub.eu/workflows/1321?version=1	Damon-Lee Pointon	Nextflow	bioinformatics, genomics	2025-03-12	2025-03-12	1	1	0	Nextflow, PretextView			MIT		Tree of Life Genome Assembly, Tree of Life Genome Analysis	profil.* in description	
(Hybrid) Metagenomics workflow	WorkflowHub	367	https:/workflowhub.eu/workflows/367?version=3	Bart Nijsse, Jasper Koehorst, Changlin Ke	Common Workflow Language	assembly, metagenomics, binning, illumina	2025-09-09	2025-09-09	3	3	23	SPAdes, Flye, Minimap2, NanoPlot, QUAST, SemiBin, MetaBAT 2, MaxBin, kraken2, BUSCO, CheckM, InterProScan (EBI), eggNOG, kofamscan, KofamKOALA, Sequali, Hostile, Binette	Sequence assembly	Bioinformatics, Metagenomic sequencing, Metagenomics, Sequence assembly	Apache-2.0		UNLOCK	edam	True
Quality assessment, amplicon classification and functional prediction	WorkflowHub	154	https:/workflowhub.eu/workflows/154?version=2	Bart Nijsse, Jasper Koehorst	Common Workflow Language	amplicon, cwl, classification	2021-09-30	2025-09-11	2	2	10				AFL-3.0	10.48546/workflowhub.workflow.154.2	UNLOCK	Amplicon in tags	
Metagenomic GEMs from Assembly	WorkflowHub	372	https:/workflowhub.eu/workflows/372?version=1	Bart Nijsse, Jasper Koehorst	Common Workflow Language	gem, genomics, metagenomics, carveme, memote	2022-07-07	2023-01-16	1	1	11	Take a snapshot of a model's state and generate a report., Preparation of workflow output files to a specific output folder, Compress CarveMe GEM, Species METabolic interaction ANAlysis, Compress prodigal protein files, Genome-scale metabolic models reconstruction with CarveMe, prodigal gene/protein prediction, CarveMe GEM statistics, MEMOTE run analsis	Metabolic pathway prediction	Metagenomics, Sequence analysis	Apache-2.0		UNLOCK	edam	
Metagenomic Binning from Assembly	WorkflowHub	64	https:/workflowhub.eu/workflows/64?version=12	Jasper Koehorst, Bart Nijsse	Common Workflow Language	metagenomics, binning, metagenome, microbial	2025-10-03	2025-10-03	12	6	31	MetaBAT 2, SemiBin, MaxBin, Binette, BUSCO, CheckM2	Sequence assembly	Metagenomics	Apache-2.0		UNLOCK	edam	
LongRead Quality Control and Filtering	WorkflowHub	337	https:/workflowhub.eu/workflows/337?version=1	Bart Nijsse, Jasper Koehorst, Germán Royval	Common Workflow Language	assembly, cwl, genomics, nanopore	2022-04-21	2023-04-07	1	1	9	Converts the file array to a single file object, Removal of contaminated reads using minimap2 mapping, Preparation of fastp output files to a specific output folder, Quality assessment and report of reads before filter, Merge fastq files, Prepare BBMap references to a single fasta file and unique headers, Visualization of Kraken2 classification with Krona, Taxonomic classification of FASTQ reads	Sequencing quality control	Metagenomic sequencing, Metagenomics, Sequence analysis, Sequencing	Apache-2.0		UNLOCK	edam	True
Longread 16S classification workflow	WorkflowHub	1952	https:/workflowhub.eu/workflows/1952?version=1	Bart Nijsse, Jasper Koehorst	Common Workflow Language	amplicon, bioinformatics, long-reads, oxford-nanopore, pacbio	2025-09-10	2025-09-10	1	1	4	NanoPlot, fastplong		Bioinformatics, Workflows	Apache-2.0		UNLOCK	Amplicon in tags	True
Nanopore Assembly Workflow - Deprecated -	WorkflowHub	254	https:/workflowhub.eu/workflows/254?version=3	Bart Nijsse, Jasper Koehorst, Germán Royval	Common Workflow Language	genomics, metagenomics, nanopore	2022-04-20	2023-02-02	3	3	22	Quality and filtering workflow for illumina reads, evaluation of polished assembly with metaQUAST, Preparation of Flye output files to a specific output folder, Illumina reads assembly polishing with Pilon, Binning workflow to create bins, Preparation of pilon output files to a specific output folder, Preparation of Medaka output files to a specific output folder, Sam file conversion to a sorted bam file, Illumina read mapping on pilon assembly for binning, Preparation of Kraken2 output files to a specific output folder, Medaka for polishing of assembled genome, Preparation of metaQUAST output files to a specific output folder, Taxonomic classification of Nanopore reads, Preparation of quast output files to a specific output folder, Preparation of QUAST output files to a specific output folder, De novo assembly of single-molecule reads with Flye, Taxonomic classification of FASTQ reads, Illumina evaluation of pilon polished assembly with metaQUAST, Compress large kraken2 report file, Visualization of kraken2 with Krona, Quality and filtering workflow for nanopore reads	Sequence assembly, Sequencing quality control	Bioinformatics, Metagenomic sequencing, Metagenomics, Sequence assembly, Sequencing	Apache-2.0		UNLOCK	edam	
NGTax	WorkflowHub	45	https:/workflowhub.eu/workflows/45?version=7	Jasper Koehorst, Bart Nijsse	Common Workflow Language	16s, amplicon, its	2020-10-28	2023-01-16	7	1	5				CC0-1.0		UNLOCK	16S in tags	
Microbial (meta-) genome annotation	WorkflowHub	1170	https:/workflowhub.eu/workflows/1170?version=1	Jasper Koehorst, Bart Nijsse	Common Workflow Language	annotation, bioinformatics, genome, metagenome, microbial	2024-10-01	2025-10-03	1	1	9	KofamScan, eggNOG-mapper, Move all Bakta files to a folder, Bacterial genome annotation tool, Compress files when compression is true, Compress Bakta, Gather files when compression is false, InterProScan 5	Annotation, Gene functional annotation, Genome annotation	Microbiology	Apache-2.0		UNLOCK	metage.* in tags	
RNA sequencing data obtained from organisms with a reference genome and annotation followed by a prediction step of editing sites using RDDpred	WorkflowHub	264	https:/workflowhub.eu/workflows/264?version=1		Nextflow		2022-01-27	2023-01-16	1	1	0				MIT		VIB Bioinformatics Core	profil.* in description	
AmpSeeker	WorkflowHub	1729	https:/workflowhub.eu/workflows/1729?version=1		Snakemake		2025-06-12	2025-06-12	1	1	0				CC-BY-4.0		Vector informatics and genomics group	Amplicon in description	True
Snakemake workflow for PacBio WGS short and long variant calling, phasing and much more	WorkflowHub	1965	https:/workflowhub.eu/workflows/1965?version=2	daniel rickert	Snakemake	bioinformatics, genomics, snps, snakemake, dna-methylation, structural variants	2025-10-17	2025-10-28	2	2	0	Snakemake, DeepVariant, Sniffles, BCFtools, SAMtools, FastQC, Variant Effect Predictor (VEP), SnpSift, AnnotSV, pbmm2		Genomics, Human genetics	CC-BY-4.0	10.48546/workflowhub.workflow.1965.2	WGGC	profil.* in description	
[DTC-V3] WF5301: Lava flow	WorkflowHub	1786	https:/workflowhub.eu/workflows/1786?version=1		Common Workflow Language	lava	2025-07-01	2025-07-01	1	1	5				Apache-2.0		WP5 - Volcanoes	profil.* in description	False
[DTC-E6] WF7602: ShakeMaps from Parametric Data	WorkflowHub	1998	https:/workflowhub.eu/workflows/1998?version=1	Maren Böse, Savas Ceylan, Johannes Kemper	Common Workflow Language	dt-geo, digital twin, geophyics	2025-10-14	2025-10-14	1	1	8	Finite-source characterization using template matching (FinDer)., Generate ground motion and shaking intensity maps., Automated peak motions from RRSM., EMSC felt reports - planned but not implemented, ML-based algorithm to estimate peak motions at stations., Integrate manual peak motions into the workflow., Prepare evolutionary shake maps for output using finite fault characterization., Collect event alerts.			Apache-2.0		WP7 - Earthquakes	profil.* in description	False
[DTC-E6] WF7601: Synthetic Shaking Workflow	WorkflowHub	1997	https:/workflowhub.eu/workflows/1997?version=1	Maren Böse, Savas Ceylan, Johannes Kemper	Common Workflow Language	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	6	Generate ground motion and shaking intensity maps., Finite-source characterization using template matching (FinDer)., ML-based algorithm to estimate peak motions at stations., Seedlink streaming to processing infrastructure., Receive continuous seismic waveform data., Prepare evolutionary shake maps for output using finite fault characterization.			Apache-2.0		WP7 - Earthquakes	profil.* in description	False
COMPSs Matrix Multiplication resourceUsage profiling example MN5 MSIZE=20 BSIZE=768 7 Nodes total	WorkflowHub	1339	https:/workflowhub.eu/workflows/1339?version=1	Raül Sirvent, Rosa M Badia	COMPSs		2025-04-15	2025-04-15	1	1	0				Apache-2.0		Workflows and Distributed Computing	profil.* in name	False
Matrix Multiplication – resource usage visualization	WorkflowHub	1338	https:/workflowhub.eu/workflows/1338?version=1	Raül Sirvent, Nicolò Giacomini	COMPSs		2025-04-14	2025-04-14	1	1	0				Apache-2.0		Workflows and Distributed Computing	profil.* in description	False
Lysozyme in water full with new provenance run features	WorkflowHub	1326	https:/workflowhub.eu/workflows/1326?version=1		COMPSs		2025-03-28	2025-03-28	1	1	0				Apache-2.0		Workflows and Distributed Computing	profil.* in description	False
X-omics ACTIONdemonstrator analysis workflow	WorkflowHub	402	https:/workflowhub.eu/workflows/402?version=8	Casper de Visser, Anna Niehues	Nextflow	behavioral data, epigenomics, fair, metabolomics, multi-omics, nextflow	2023-11-24	2023-11-24	8	8	0		Clustering, Dimensionality reduction	Epigenomics, Metabolomics	CC-BY-4.0	10.48546/workflowhub.workflow.402.8	X-omics	metab.* in tags	
ZARP: An automated workflow for processing of RNA-seq data	WorkflowHub	447	https:/workflowhub.eu/workflows/447?version=1	Zavolan Lab	Snakemake	bioinformatics, ngs, rnaseq, high-throughput, rna, rna-seq	2023-03-21	2023-05-12	1	1	0				Apache-2.0	10.48546/workflowhub.workflow.447.1	Zavolan Lab	profil.* in description	
Soil Metagenome Pipeline	WorkflowHub	1960	https:/workflowhub.eu/workflows/1960?version=1	Caner Bagci	Nextflow	annotation, assembly, bioinformatics, genomics, metagenomics, biosynthetic-gene-clusters	2025-09-19	2025-09-19	1	1	0	Flye, Medaka, NextPolish, Minimap2, SAMtools, CoverM, strobealign, SemiBin, VAMB, MetaCoAG, CheckM2, CheckM, GTDB, Bakta, eggNOG-mapper v2, antiSMASH, MMseqs2, metabuli	Genome annotation, Sequence assembly, Taxonomic classification	Bioinformatics, Metagenomics, Sequence assembly	GPL-3.0-or-later	10.48546/workflowhub.workflow.1960.1	ZiemertLab	edam	
Gene Expression Analysis Workflow in Complex Microbiomes	WorkflowHub	1955	https:/workflowhub.eu/workflows/1955?version=2	Ryo Mameda, Sora Yonezawa	Common Workflow Language	annotation, metagenomics, metatranscriptomics	2025-10-02	2025-10-02	2	2	3	BLASTN rRNA annotation process	Gene expression profiling, Genome annotation, Sequence annotation, Sequence assembly, Sequence trimming	Bioinformatics, Microbiology, Sequence analysis, Sequence assembly	MIT	10.48546/workflowhub.workflow.1955.2	bonohulab	metage.* in tags	True
3D genome builder (3DGB)	WorkflowHub	2010	https:/workflowhub.eu/workflows/2010?version=1		Snakemake		2025-10-26	2025-10-26	1	1	0			Functional genomics, Genomics	BSD-3-Clause		datafun	profil.* in description	True
A workflow for marine Genomic Observatories data analysis	WorkflowHub	384	https:/workflowhub.eu/workflows/384?version=3	Haris Zafeiropoulos, Martin Beracochea	Common Workflow Language	biodiversity	2023-05-16	2023-05-16	3	3	0				Apache-2.0	10.48546/workflowhub.workflow.384.3	emo-bon	metage.* in description	True
Genetic Design (BASIC Assembly)	WorkflowHub	2009	https:/workflowhub.eu/workflows/2009?version=1		Galaxy	assembly, brs	2025-10-24	2025-10-30	1	1	3	rpbasicdesign, selenzy-wrapper, dnabot			Apache-2.0		galaxy-SynBioCAD	plasmid.* in description	False
Genetic Design (Gibson, Golden Gate, LCR)	WorkflowHub	2007	https:/workflowhub.eu/workflows/2007?version=1		Galaxy		2025-10-24	2025-10-30	1	1	6	dnaweaver, LCRGenie, PartsGenie, sbml2sbol, optdoe, selenzy-wrapper		Synthetic biology	CC-BY-4.0		galaxy-SynBioCAD	plasmid.* in description	False
Gene Fetch	WorkflowHub	1342	https:/workflowhub.eu/workflows/1342?version=2	Dan Parsons, Ben Price	Python	bge, bioinformatics	2025-04-17	2025-06-01	2	2	0				MIT		iBOL Europe Museum Skimming, Biodiversity Genomics Europe (general)	16S in description	False
nf-core/ampliseq	WorkflowHub	964	https:/workflowhub.eu/workflows/964?version=28	Daniel Straub, Alexander Peltzer	Nextflow	16s, 18s, its, metabarcoding, metagenomics, amplicon-sequencing, edna, illumina, iontorrent, metataxonomics, microbiome, pacbio, qiime2, rrna, taxonomic-classification, taxonomic-profiling	2025-10-10	2025-10-10	28	28	0				MIT		nf-core	metage.* in tags	
nf-core/bacass	WorkflowHub	966	https:/workflowhub.eu/workflows/966?version=10	Andreas Wilm	Nextflow	assembly, bacterial-genomes, denovo, denovo-assembly, genome-assembly, hybrid-assembly, nanopore, nanopore-sequencing	2025-10-19	2025-10-19	1	10	0				MIT		nf-core	profil.* in description	
nf-core/scnanoseq	WorkflowHub	1179	https:/workflowhub.eu/workflows/1179?version=4	Austyn Trull, Lara Ianov	Nextflow	10xgenomics, long-read-sequencing, nanopore, scrna-seq, single-cell	2025-09-06	2025-09-06	4	4	0				MIT		nf-core	profil.* in description	
nf-core/funcscan	WorkflowHub	987	https:/workflowhub.eu/workflows/987?version=12	Jasmin Frangenberg, Anan Ibrahim, James A. Fellows Yates	Nextflow	amr, assembly, metagenomics, amp, antibiotic-resistance, antimicrobial-peptides, antimicrobial-resistance-genes, arg, bgc, biosynthetic-gene-clusters, contigs, function, natural-products, screening, secondary-metabolites	2025-10-06	2025-10-06	12	12	0				MIT		nf-core	metage.* in tags	
nf-core/methylong	WorkflowHub	1360	https:/workflowhub.eu/workflows/1360?version=1		Nextflow		2025-05-10	2025-05-10	1	1	0				MIT		nf-core	profil.* in description	
nf-core/rnavar	WorkflowHub	1019	https:/workflowhub.eu/workflows/1019?version=4	@praveenraj2018 None, @praveenraj2018 None	Nextflow	gatk4, rnaseq, rna, variant-calling, worflow	2025-09-03	2025-09-03	4	4	0				MIT		nf-core	profil.* in description	
nf-core/nanostring	WorkflowHub	1003	https:/workflowhub.eu/workflows/1003?version=7	Peltzer None, Alexander & Mohr, Christopher None	Nextflow	nanostring, nanostringnorm	2025-01-28	2025-03-14	1	7	0				MIT		nf-core	profil.* in description	
nf-core/createtaxdb	WorkflowHub	1742	https:/workflowhub.eu/workflows/1742?version=1		Nextflow	metagenomics, profiling, database, database-builder, metagenomic-profiling, taxonomic-profiling	2025-06-20	2025-06-20	1	1	0				MIT		nf-core	metage.* in tags	
nf-core/airrflow	WorkflowHub	963	https:/workflowhub.eu/workflows/963?version=17	Gisela Gabernet, Simon Heumos, Alexander Peltzer	Nextflow	airr, b-cell, immcantation, immunorepertoire, repseq	2025-06-11	2025-06-11	17	17	0				MIT		nf-core	Amplicon in description	
nf-core/fastqrepair	WorkflowHub	1276	https:/workflowhub.eu/workflows/1276?version=1		Nextflow	fastq, corruption, data-cleaning, data-recovery, fastq-corrupted, fastq-format, reads-interleaving, recovery-tool, unpaired-reads, well-formed	2025-02-04	2025-03-14	1	1	0				MIT		nf-core	profil.* in description	
nf-core/riboseq	WorkflowHub	1016	https:/workflowhub.eu/workflows/1016?version=3	Jonathan Manning	Nextflow		2025-02-04	2025-03-14	1	3	0				MIT		nf-core	profil.* in description	
nf-core/multiplesequencealign	WorkflowHub	1178	https:/workflowhub.eu/workflows/1178?version=3	Luisa Santus, Jose Espinosa Carrasco	Nextflow		2025-05-29	2025-05-29	3	3	0				MIT		nf-core	profil.* in description	
nf-core/pangenome	WorkflowHub	1007	https:/workflowhub.eu/workflows/1007?version=5	Simon Heumos, Michael L Heuer	Nextflow	pangenome	2025-02-10	2025-03-14	1	5	0				MIT		nf-core	profil.* in description	
nf-core/phyloplace	WorkflowHub	1009	https:/workflowhub.eu/workflows/1009?version=2	Daniel Lundin	Nextflow	evolution, evolutionary-tree, phylogenetic-placement, phylogenetics, sequence-classification, taxonomy-assignment	2025-02-25	2025-02-25	1	2	0				MIT		nf-core	profil.* in description	
nf-core/molkart	WorkflowHub	1001	https:/workflowhub.eu/workflows/1001?version=2	@kbestak None, @kbestak None, @FloWuenne None, @FloWuenne None	Nextflow	segmentation, transcriptomics, fish, image-processing, imaging, molecularcartography, single-cell, spatial	2025-03-26	2025-03-26	2	2	0				MIT		nf-core	profil.* in description	
nf-core/pacvar	WorkflowHub	1293	https:/workflowhub.eu/workflows/1293?version=3		Nextflow	alignment, wgs, long-read, pacbio, puretarget, variant-calling	2025-03-26	2025-03-26	3	3	0				MIT		nf-core	profil.* in description	
nf-core/scrnaseq	WorkflowHub	1021	https:/workflowhub.eu/workflows/1021?version=17	Peter J Bailey, Bailey PJ, Alexander Peltzer, Botvinnik O, Olga Botvinnik, Marques de Almeida F, Peltzer A, Sturm G	Nextflow	10x-genomics, 10xgenomics, cellranger, alevin, bustools, kallisto, rna-seq, single-cell, star-solo	2025-03-26	2025-03-26	1	17	0				MIT		nf-core	profil.* in description	
nf-core/mhcquant	WorkflowHub	999	https:/workflowhub.eu/workflows/999?version=24	Leon Bichmann	Nextflow	dda, immunopeptidomics, mass-spectrometry, mhc, openms, peptides	2025-05-24	2025-05-24	1	24	0				MIT		nf-core	profil.* in description	
nf-core/fastquorum	WorkflowHub	985	https:/workflowhub.eu/workflows/985?version=4	Nils Homer	Nextflow	consensus, umi, umis, unique-molecular-identifier	2025-04-13	2025-04-13	1	4	0				MIT		nf-core	profil.* in description	
nf-core/bamtofastq	WorkflowHub	968	https:/workflowhub.eu/workflows/968?version=7	Friederike Hanssen	Nextflow	conversion, bamtofastq, cramtofastq	2025-05-24	2025-05-24	1	7	0				MIT		nf-core	profil.* in description	
nf-core/demultiplex	WorkflowHub	978	https:/workflowhub.eu/workflows/978?version=15	Chelsea Sawyer, Edmund Miller, Matthias De Smet	Nextflow	bases2fastq, bcl2fastq, demultiplexing, elementbiosciences, illumina	2025-04-26	2025-04-26	1	15	0				MIT		nf-core	profil.* in description	
nf-core/mag	WorkflowHub	995	https:/workflowhub.eu/workflows/995?version=30	No author provided, Hadrien Gourlé, Daniel Straub, Sabrina Krakau	Nextflow	annotation, assembly, metagenomics, binning, long-read-sequencing, metagenomes, nanopore, nanopore-sequencing	2025-05-23	2025-05-23	30	30	0				MIT		nf-core	metage.* in tags	
nf-core/nascent	WorkflowHub	1004	https:/workflowhub.eu/workflows/1004?version=6	Ignacio Tripodi, Margaret Gruca	Nextflow	gro-seq, nascent, pro-seq, rna, transcription, tss	2025-05-09	2025-05-09	1	6	0				MIT		nf-core	profil.* in description	
nf-core/coproid	WorkflowHub	974	https:/workflowhub.eu/workflows/974?version=4	Maxime Borry	Nextflow	adna, ancient-dna, coprolite, microbiome	2025-05-23	2025-05-23	1	4	0				MIT		nf-core	microbiom.* in tags	
nf-core/epitopeprediction	WorkflowHub	984	https:/workflowhub.eu/workflows/984?version=9	Christopher Mohr, Alexander Peltzer	Nextflow	epitope, epitope-prediction, mhc-binding-prediction	2025-05-10	2025-05-10	1	9	0				MIT		nf-core	profil.* in description	
nf-core/taxprofiler	WorkflowHub	1025	https:/workflowhub.eu/workflows/1025?version=16	James A. Fellows Yates, Sofia Stamouli, Moritz E. Beber, Lauri Mesilaakso, Thomas A. Christensen II, Jianhong Ou, Mahwash Jamy, Maxime Borry, Rafal Stepien, Tanja Normark	Nextflow	classification, metagenomics, profiling, illumina, long-reads, microbiome, nanopore, pathogen, shotgun, taxonomic-classification, taxonomic-profiling	2025-09-03	2025-09-03	16	16	0				MIT		nf-core	metage.* in tags	
nf-core/pixelator	WorkflowHub	1010	https:/workflowhub.eu/workflows/1010?version=10	Pixelgen Technologies AB	Nextflow	molecular-pixelation, pixelator, pixelgen-technologies, proteins, single-cell, single-cell-omics	2025-06-25	2025-06-25	10	10	0				MIT		nf-core	Amplicon in description	
nf-core/rangeland	WorkflowHub	1250	https:/workflowhub.eu/workflows/1250?version=1		Nextflow	earth-observation, landsat, satellite-imagery, spectral-unmixing, trend-analysis, trends	2025-01-18	2025-03-14	1	1	0				MIT		nf-core	profil.* in description	
nf-core/raredisease	WorkflowHub	1014	https:/workflowhub.eu/workflows/1014?version=11	Clinical Genomics Stockholm	Nextflow	wgs, diagnostics, rare-disease, snv, structural-variants, variant-annotation, variant-calling, wes	2025-06-26	2025-06-26	11	11	0				MIT		nf-core	profil.* in description	
nf-core/rnaseq	WorkflowHub	44	https:/workflowhub.eu/workflows/44?version=37	Harshil Patel, Phil Ewels, Rickard Hammarén	Nextflow	rna, rna-seq	2025-09-03	2025-09-03	37	37	0				MIT		nf-core	profil.* in description	
nf-core/pairgenomealign	WorkflowHub	1108	https:/workflowhub.eu/workflows/1108?version=7	charles-plessy None, charles-plessy None	Nextflow	genomics, comparative-genomics, dot-plot, last, pairwise-alignment, synteny, whole-genome-alignment	2025-09-03	2025-09-03	7	7	0				MIT		nf-core	profil.* in description	
nf-core/oncoanalyser	WorkflowHub	1006	https:/workflowhub.eu/workflows/1006?version=4	Stephen Watts	Nextflow	dna, ngs, wgs, cancer, clinical, exome, panel, rna, targeted, wigits, wts	2025-09-03	2025-09-03	4	4	0				MIT		nf-core	profil.* in description	
nf-core/metatdenovo	WorkflowHub	997	https:/workflowhub.eu/workflows/997?version=6	Danilo Di Leo, Emelie Nilsson & Daniel Lundin	Nextflow	metagenomics, eukaryotes, metatranscriptomics, prokaryotes, viruses	2025-09-03	2025-09-03	6	6	0				MIT		nf-core	metage.* in tags	
nf-core/denovotranscript	WorkflowHub	1100	https:/workflowhub.eu/workflows/1100?version=4	Avani Bhojwani and Timothy Little	Nextflow	denovo-assembly, rna-seq, transcriptome	2025-09-03	2025-09-03	4	4	0				MIT		nf-core	profil.* in description	
nf-core/methylseq	WorkflowHub	998	https:/workflowhub.eu/workflows/998?version=20	Phil Ewels	Nextflow	epigenomics, bisulfite-sequencing, dna-methylation, em-seq, epigenome, methyl-seq, pbat, rrbs	2025-08-13	2025-08-13	20	20	0				MIT		nf-core	profil.* in description	
Joon-Klaps/viralgenie	WorkflowHub	1757	https:/workflowhub.eu/workflows/1757?version=2	Joon-Klaps None, Joon-Klaps None	Nextflow	fastq, ngs, virology, epidemiology, viral-metagenomics, virus-genomes	2025-06-25	2025-06-25	2	2	0				MIT		nf-core	metage.* in tags	True
